"Bot";"StartTime";"EndTime";"RouteType";"TaskType"
106;979.8842478395;1038.134131562;"ROUTE_2";"INPUT"
67;838.1000000015;916.1779621542;"ROUTE_1";"OUTPUT"
67;916.1779621542;1038.4222266711;"ROUTE_2";"OUTPUT"
66;918.7305999994;974.1192438118;"ROUTE_1";"INPUT"
66;974.1192438118;1039.9390824735;"ROUTE_2";"INPUT"
73;901.8500000015;981.9937302396;"ROUTE_1";"INPUT"
73;981.9937302396;1042.06405738;"ROUTE_2";"INPUT"
29;899.0999999978;974.0700725205;"ROUTE_1";"OUTPUT"
29;974.0700725205;1042.1325697936;"ROUTE_2";"OUTPUT"
12;919.7630999982;986.0163461417;"ROUTE_1";"INPUT"
12;986.0163461417;1043.4150610343;"ROUTE_2";"INPUT"
36;922.5998999961;965.0104229115;"ROUTE_1";"OUTPUT"
36;965.0104229115;1044.0407883972;"ROUTE_2";"OUTPUT"
83;864.2534999996;979.0210999995;"ROUTE_1";"INPUT"
83;979.0210999995;1045.4767127633;"ROUTE_2";"INPUT"
64;932.4890000001;982.9918820038;"ROUTE_1";"INPUT"
64;982.9918820038;1046.6927708238;"ROUTE_2";"INPUT"
63;908.8499999978;976.9809017256;"ROUTE_1";"OUTPUT"
63;976.9809017256;1048.494221855;"ROUTE_2";"OUTPUT"
15;894.0476000011;979.7272549905;"ROUTE_1";"INPUT"
15;979.7272549905;1049.1912669391;"ROUTE_2";"INPUT"
32;948.1000000015;991.7016709968;"ROUTE_1";"INPUT"
32;991.7016709968;1050.8172524721;"ROUTE_2";"INPUT"
27;920.5998999998;979.2810290381;"ROUTE_1";"OUTPUT"
27;979.2810290381;1050.9016753994;"ROUTE_2";"OUTPUT"
108;917.3498999998;975.1430475451;"ROUTE_1";"OUTPUT"
108;975.1430475451;1051.5296289884;"ROUTE_2";"OUTPUT"
47;918.6751000024;1009.9107669331;"ROUTE_1";"INPUT"
47;1009.9107669331;1052.2512502372;"ROUTE_2";"INPUT"
80;953.5999999978;991.1737926416;"ROUTE_1";"OUTPUT"
80;991.1737926416;1052.2742342316;"ROUTE_2";"OUTPUT"
57;885.1000000015;969.976680886;"ROUTE_1";"OUTPUT"
57;969.976680886;1054.1087410934;"ROUTE_2";"OUTPUT"
52;937.6000000015;986.7264606021;"ROUTE_1";"OUTPUT"
52;986.7264606021;1055.3622667231;"ROUTE_2";"OUTPUT"
56;796.7382000014;990.5017298162;"ROUTE_1";"INPUT"
56;990.5017298162;1056.5802014843;"ROUTE_2";"INPUT"
85;926.3498999998;985.7139020488;"ROUTE_1";"OUTPUT"
85;985.7139020488;1059.6896406412;"ROUTE_2";"OUTPUT"
96;942.815200001;999.3485000022;"ROUTE_1";"INPUT"
96;999.3485000022;1061.870240435;"ROUTE_2";"INPUT"
55;933.8500000015;994.8756227791;"ROUTE_1";"INPUT"
55;994.8756227791;1063.5439423844;"ROUTE_2";"INPUT"
54;956.3231000006;1011.3386813179;"ROUTE_1";"INPUT"
54;1011.3386813179;1064.1938286796;"ROUTE_2";"INPUT"
18;854.3498999998;941.1647198386;"ROUTE_1";"OUTPUT"
18;941.1647198386;1064.8937685862;"ROUTE_2";"OUTPUT"
60;913.3498999998;1017.0234999955;"ROUTE_1";"INPUT"
60;1017.0234999955;1065.7550561018;"ROUTE_2";"INPUT"
31;923.006099999;1004.9632444531;"ROUTE_1";"INPUT"
31;1004.9632444531;1066.2537646629;"ROUTE_2";"INPUT"
38;958.8500000015;1015.6035766639;"ROUTE_1";"OUTPUT"
38;1015.6035766639;1067.0666542798;"ROUTE_2";"OUTPUT"
28;911.7351000011;959.5167996474;"ROUTE_1";"OUTPUT"
28;959.5167996474;1068.7836565189;"ROUTE_2";"OUTPUT"
6;944.8773999996;1027.4367906563;"ROUTE_1";"INPUT"
6;1027.4367906563;1072.4965773076;"ROUTE_2";"INPUT"
81;923.0736000016;1009.9540337063;"ROUTE_1";"INPUT"
81;1009.9540337063;1073.3822637089;"ROUTE_2";"INPUT"
71;872.1000000015;930.9716775678;"ROUTE_1";"OUTPUT"
71;930.9716775678;1073.6169687286;"ROUTE_2";"OUTPUT"
45;942.5998999998;1012.7804699801;"ROUTE_1";"OUTPUT"
45;1012.7804699801;1074.4294127673;"ROUTE_2";"OUTPUT"
24;922.8998999968;992.8134471625;"ROUTE_1";"OUTPUT"
24;992.8134471625;1076.0126737803;"ROUTE_2";"OUTPUT"
9;967.9239000008;1013.882154122;"ROUTE_1";"OUTPUT"
9;1013.882154122;1076.3670472875;"ROUTE_2";"OUTPUT"
22;948.3498999998;1021.6243231557;"ROUTE_1";"INPUT"
22;1021.6243231557;1076.5231186673;"ROUTE_2";"INPUT"
89;930.2994999997;1006.9635455236;"ROUTE_1";"INPUT"
89;1006.9635455236;1077.4823797383;"ROUTE_2";"INPUT"
50;965.7934000045;1024.5862806402;"ROUTE_1";"INPUT"
50;1024.5862806402;1077.9446382709;"ROUTE_2";"INPUT"
30;925.0916999988;982.1232272349;"ROUTE_1";"OUTPUT"
30;982.1232272349;1081.8766943142;"ROUTE_2";"OUTPUT"
34;939.6000000015;1008.8764170781;"ROUTE_1";"OUTPUT"
34;1008.8764170781;1083.7846382745;"ROUTE_2";"OUTPUT"
44;962.5498000011;1014.2542100176;"ROUTE_1";"INPUT"
44;1014.2542100176;1086.4895958565;"ROUTE_2";"INPUT"
104;952.5998999998;1020.8826674707;"ROUTE_1";"OUTPUT"
104;1020.8826674707;1086.7665631548;"ROUTE_2";"OUTPUT"
39;906.6609000005;1043.7921999991;"ROUTE_1";"INPUT"
39;1043.7921999991;1086.8545070514;"ROUTE_2";"INPUT"
20;965.049999997;1010.7274538614;"ROUTE_1";"OUTPUT"
20;1010.7274538614;1089.2842341289;"ROUTE_2";"OUTPUT"
7;947.0762000009;1034.5750999972;"ROUTE_1";"INPUT"
7;1034.5750999972;1090.2743820548;"ROUTE_2";"INPUT"
93;977.7177000009;1015.5744745098;"ROUTE_1";"OUTPUT"
93;1015.5744745098;1093.7223995365;"ROUTE_2";"OUTPUT"
25;982.7256999984;1037.6687133387;"ROUTE_1";"INPUT"
25;1037.6687133387;1097.9737536833;"ROUTE_2";"INPUT"
40;975.8500000015;1035.1045664661;"ROUTE_1";"OUTPUT"
40;1035.1045664661;1098.0530635268;"ROUTE_2";"OUTPUT"
105;988.1871000007;1046.0948011987;"ROUTE_1";"INPUT"
105;1046.0948011987;1102.9184251987;"ROUTE_2";"INPUT"
72;973.5999999978;1037.5318964571;"ROUTE_1";"OUTPUT"
72;1037.5318964571;1104.4531025738;"ROUTE_2";"OUTPUT"
65;994.2054999992;1038.0809987597;"ROUTE_1";"OUTPUT"
65;1038.0809987597;1105.8238080368;"ROUTE_2";"OUTPUT"
4;942.5;1040.853655126;"ROUTE_1";"OUTPUT"
4;1040.853655126;1109.8150814958;"ROUTE_2";"OUTPUT"
48;956.1000000015;1019.2414723709;"ROUTE_1";"OUTPUT"
48;1019.2414723709;1109.8561934307;"ROUTE_2";"OUTPUT"
101;957.3498999961;1044.9777884558;"ROUTE_1";"OUTPUT"
101;1044.9777884558;1114.5323502272;"ROUTE_2";"OUTPUT"
33;948.0372000001;1049.0773999989;"ROUTE_1";"INPUT"
33;1049.0773999989;1116.7396440245;"ROUTE_2";"INPUT"
37;1018.8499999978;1059.7808064818;"ROUTE_1";"OUTPUT"
37;1059.7808064818;1120.1609107778;"ROUTE_2";"OUTPUT"
95;1009.2153999992;1056.2294690684;"ROUTE_1";"OUTPUT"
95;1056.2294690684;1124.6272967719;"ROUTE_2";"OUTPUT"
43;1022.8500000015;1089.3115999997;"ROUTE_1";"INPUT"
43;1089.3115999997;1125.546523843;"ROUTE_2";"INPUT"
35;975.6530000009;1057.8805347942;"ROUTE_1";"INPUT"
35;1057.8805347942;1127.9543196708;"ROUTE_2";"INPUT"
74;959.3198000006;1052.1928157285;"ROUTE_1";"OUTPUT"
74;1052.1928157285;1128.8273165934;"ROUTE_2";"OUTPUT"
2;955.8500000015;1031.868191246;"ROUTE_1";"INPUT"
2;1031.868191246;1129.8745310344;"ROUTE_2";"INPUT"
90;1018.5501999967;1077.5991321988;"ROUTE_1";"INPUT"
90;1077.5991321988;1129.9907182232;"ROUTE_2";"INPUT"
46;979.692300003;1049.6198000014;"ROUTE_1";"INPUT"
46;1049.6198000014;1130.0966900103;"ROUTE_2";"INPUT"
11;1003.9101999998;1065.4318144135;"ROUTE_1";"INPUT"
11;1065.4318144135;1131.4238499068;"ROUTE_2";"INPUT"
21;958.2965000011;1043.6598012187;"ROUTE_1";"INPUT"
21;1043.6598012187;1132.2462518476;"ROUTE_2";"INPUT"
77;972.8500000015;1049.4871290065;"ROUTE_1";"OUTPUT"
77;1049.4871290065;1133.2529418282;"ROUTE_2";"OUTPUT"
23;986.5998999998;1038.8669485748;"ROUTE_1";"OUTPUT"
23;1038.8669485748;1133.3375100568;"ROUTE_2";"OUTPUT"
86;997.5020999983;1055.4233369008;"ROUTE_1";"OUTPUT"
86;1055.4233369008;1134.7321400084;"ROUTE_2";"OUTPUT"
42;972.9666000009;1021.7281481363;"ROUTE_1";"INPUT"
42;1021.7281481363;1134.9053156823;"ROUTE_2";"INPUT"
107;997.3498999998;1059.9265667796;"ROUTE_1";"OUTPUT"
107;1059.9265667796;1135.3284004442;"ROUTE_2";"OUTPUT"
61;961.4498999976;1019.9890384525;"ROUTE_1";"OUTPUT"
61;1019.9890384525;1136.7658703551;"ROUTE_2";"OUTPUT"
102;980.7608000003;1058.0363353752;"ROUTE_1";"INPUT"
102;1058.0363353752;1138.0507058799;"ROUTE_2";"INPUT"
8;1001.3498999998;1068.2823680267;"ROUTE_1";"OUTPUT"
8;1068.2823680267;1142.3412025012;"ROUTE_2";"OUTPUT"
100;998.7023999989;1049.1686283648;"ROUTE_1";"INPUT"
100;1049.1686283648;1145.8149883933;"ROUTE_2";"INPUT"
41;1003.9626999982;1058.3892483376;"ROUTE_1";"OUTPUT"
41;1058.3892483376;1146.4824290015;"ROUTE_2";"OUTPUT"
26;1004.9525000006;1055.4091019146;"ROUTE_1";"INPUT"
26;1055.4091019146;1148.5179248676;"ROUTE_2";"INPUT"
67;1040.0240999982;1098.9567244463;"ROUTE_1";"INPUT"
67;1098.9567244463;1149.190565709;"ROUTE_2";"INPUT"
79;1026.5998999961;1075.8225909658;"ROUTE_1";"OUTPUT"
79;1075.8225909658;1149.4198339768;"ROUTE_2";"OUTPUT"
70;1032.1521999985;1098.9520294629;"ROUTE_1";"INPUT"
70;1098.9520294629;1151.8656066544;"ROUTE_2";"INPUT"
13;1002.0999999978;1081.2752197757;"ROUTE_1";"INPUT"
13;1081.2752197757;1154.1977824383;"ROUTE_2";"INPUT"
99;1003.1000000015;1058.7310243175;"ROUTE_1";"OUTPUT"
99;1058.7310243175;1154.358338777;"ROUTE_2";"OUTPUT"
62;1005.1999999993;1106.5074650981;"ROUTE_1";"INPUT"
62;1106.5074650981;1156.4382544495;"ROUTE_2";"INPUT"
29;1044.3431000002;1099.4980885945;"ROUTE_1";"INPUT"
29;1099.4980885945;1157.2876485176;"ROUTE_2";"INPUT"
58;1030.0544000007;1083.1425206587;"ROUTE_1";"INPUT"
58;1083.1425206587;1157.7774046883;"ROUTE_2";"INPUT"
3;966.8238000013;1019.7813215554;"ROUTE_1";"OUTPUT"
3;1019.7813215554;1158.3286266066;"ROUTE_2";"OUTPUT"
98;1019.5490000025;1106.5887262374;"ROUTE_1";"INPUT"
98;1106.5887262374;1160.7808412537;"ROUTE_2";"INPUT"
82;1016.8998999968;1107.0419999994;"ROUTE_1";"INPUT"
82;1107.0419999994;1161.5096515417;"ROUTE_2";"INPUT"
14;989.3498999998;1112.1361000016;"ROUTE_1";"INPUT"
14;1112.1361000016;1162.3133784793;"ROUTE_2";"INPUT"
84;991.6000000015;1080.7648634128;"ROUTE_1";"OUTPUT"
84;1080.7648634128;1162.5745929852;"ROUTE_2";"OUTPUT"
63;1050.4365000017;1106.4888623953;"ROUTE_1";"INPUT"
63;1106.4888623953;1164.186208088;"ROUTE_2";"INPUT"
1;1010.9499999993;1111.3270326778;"ROUTE_1";"INPUT"
1;1111.3270326778;1164.7687784806;"ROUTE_2";"INPUT"
17;982.0500000007;1074.8328237943;"ROUTE_1";"OUTPUT"
17;1074.8328237943;1166.3480361141;"ROUTE_2";"OUTPUT"
78;1022.9499999993;1096.8170700483;"ROUTE_1";"INPUT"
78;1096.8170700483;1167.3739904538;"ROUTE_2";"INPUT"
108;1054.7895999961;1125.4813175276;"ROUTE_1";"INPUT"
108;1125.4813175276;1168.3551757261;"ROUTE_2";"INPUT"
94;1016.5069999956;1100.9494755715;"ROUTE_1";"INPUT"
94;1100.9494755715;1168.580826018;"ROUTE_2";"INPUT"
59;919.7752000019;1043.5047001764;"ROUTE_1";"INPUT"
59;1043.5047001764;1168.8136434481;"ROUTE_2";"INPUT"
49;995.3498999961;1099.5731141269;"ROUTE_1";"INPUT"
49;1099.5731141269;1169.3383919075;"ROUTE_2";"INPUT"
87;1019.6000000015;1063.5596575812;"ROUTE_1";"OUTPUT"
87;1063.5596575812;1170.0327492617;"ROUTE_2";"OUTPUT"
28;1071.6540999971;1126.00234887;"ROUTE_1";"INPUT"
28;1126.00234887;1172.4090882018;"ROUTE_2";"INPUT"
92;1032.1000000015;1086.9275995232;"ROUTE_1";"OUTPUT"
92;1086.9275995232;1177.6690755934;"ROUTE_2";"OUTPUT"
19;1037.5999999978;1101.1016150192;"ROUTE_1";"INPUT"
19;1101.1016150192;1177.8174807355;"ROUTE_2";"INPUT"
80;1055.8776999973;1117.9884778932;"ROUTE_1";"OUTPUT"
80;1117.9884778932;1180.2442551516;"ROUTE_2";"OUTPUT"
6;1087.5999999978;1123.4092363417;"ROUTE_1";"OUTPUT"
6;1123.4092363417;1180.4960184731;"ROUTE_2";"OUTPUT"
64;1059.5999999978;1099.8754066192;"ROUTE_1";"OUTPUT"
64;1099.8754066192;1180.8508489505;"ROUTE_2";"OUTPUT"
60;1077.3500000015;1104.771189794;"ROUTE_1";"OUTPUT"
60;1104.771189794;1182.0036840849;"ROUTE_2";"OUTPUT"
38;1070.5667999983;1136.4308987744;"ROUTE_1";"INPUT"
38;1136.4308987744;1182.5392300338;"ROUTE_2";"INPUT"
69;1013.5091000013;1068.0973248035;"ROUTE_1";"INPUT"
69;1068.0973248035;1183.7366966941;"ROUTE_2";"INPUT"
15;1059.8499999978;1114.9674756751;"ROUTE_1";"OUTPUT"
15;1114.9674756751;1184.0364463069;"ROUTE_2";"OUTPUT"
71;1077.006000001;1138.6398999989;"ROUTE_1";"INPUT"
71;1138.6398999989;1184.4868691079;"ROUTE_2";"INPUT"
85;1062.9047000036;1121.7349463403;"ROUTE_1";"INPUT"
85;1121.7349463403;1184.6491306238;"ROUTE_2";"INPUT"
88;1006.3498999998;1130.5133000016;"ROUTE_1";"INPUT"
88;1130.5133000016;1185.5094510429;"ROUTE_2";"INPUT"
75;1034.5946000032;1099.9279006831;"ROUTE_1";"OUTPUT"
75;1099.9279006831;1186.112460766;"ROUTE_2";"OUTPUT"
52;1057.9107000008;1130.5132448226;"ROUTE_1";"INPUT"
52;1130.5132448226;1186.8004980758;"ROUTE_2";"INPUT"
54;1074.6000000015;1103.1704576798;"ROUTE_1";"OUTPUT"
54;1103.1704576798;1187.7892281003;"ROUTE_2";"OUTPUT"
97;1028.8500000015;1111.0081028715;"ROUTE_1";"OUTPUT"
97;1111.0081028715;1193.9728699438;"ROUTE_2";"OUTPUT"
36;1046.4408;1132.9629883133;"ROUTE_1";"INPUT"
36;1132.9629883133;1194.335201446;"ROUTE_2";"INPUT"
91;1010.5371961147;1068.7237627432;"ROUTE_1";"OUTPUT"
91;1068.7237627432;1195.2150430977;"ROUTE_2";"OUTPUT"
89;1093.7498999983;1112.0688204616;"ROUTE_1";"OUTPUT"
89;1112.0688204616;1200.9763035178;"ROUTE_2";"OUTPUT"
25;1117.5;1138.4952525385;"ROUTE_1";"OUTPUT"
25;1138.4952525385;1201.1233159825;"ROUTE_2";"OUTPUT"
66;1049.8499999978;1124.5376208425;"ROUTE_1";"OUTPUT"
66;1124.5376208425;1202.8620919697;"ROUTE_2";"OUTPUT"
10;1020.5702;1078.7073027939;"ROUTE_1";"INPUT"
10;1078.7073027939;1203.3372372314;"ROUTE_2";"INPUT"
12;1053.6000000015;1153.7557371184;"ROUTE_1";"INPUT"
12;1153.7557371184;1203.9653871134;"ROUTE_2";"INPUT"
93;1096.7663999982;1153.8382007033;"ROUTE_1";"INPUT"
93;1153.8382007033;1204.2482562848;"ROUTE_2";"INPUT"
27;1053.7131000012;1125.4196017422;"ROUTE_1";"OUTPUT"
27;1125.4196017422;1205.576552961;"ROUTE_2";"OUTPUT"
9;1080.6814999953;1162.5954999998;"ROUTE_1";"INPUT"
9;1162.5954999998;1206.2095977478;"ROUTE_2";"INPUT"
31;1077.8499999978;1145.6947719716;"ROUTE_1";"OUTPUT"
31;1145.6947719716;1207.339691937;"ROUTE_2";"OUTPUT"
45;1080.5960999988;1159.9720868766;"ROUTE_1";"INPUT"
45;1159.9720868766;1208.1894380972;"ROUTE_2";"INPUT"
24;1080.6259000041;1141.1632442474;"ROUTE_1";"OUTPUT"
24;1141.1632442474;1208.306786295;"ROUTE_2";"OUTPUT"
106;1047.8000000008;1165.2066059895;"ROUTE_1";"INPUT"
106;1165.2066059895;1208.4948567934;"ROUTE_2";"INPUT"
103;1028.0999999978;1147.9537803754;"ROUTE_1";"OUTPUT"
103;1147.9537803754;1210.5283431448;"ROUTE_2";"OUTPUT"
104;1088.8940000013;1160.8210600279;"ROUTE_1";"INPUT"
104;1160.8210600279;1213.4279162735;"ROUTE_2";"INPUT"
16;1022.5689999983;1103.5143860132;"ROUTE_1";"OUTPUT"
16;1103.5143860132;1214.9508508518;"ROUTE_2";"OUTPUT"
73;1052.1000000015;1096.6761713885;"ROUTE_1";"OUTPUT"
73;1096.6761713885;1217.077958364;"ROUTE_2";"OUTPUT"
105;1117.8500000015;1158.3210401163;"ROUTE_1";"OUTPUT"
105;1158.3210401163;1219.2469995916;"ROUTE_2";"OUTPUT"
96;1072.1000000015;1158.2636432648;"ROUTE_1";"INPUT"
96;1158.2636432648;1220.3455579616;"ROUTE_2";"INPUT"
65;1107.8676999994;1159.4611632675;"ROUTE_1";"INPUT"
65;1159.4611632675;1220.4235798158;"ROUTE_2";"INPUT"
72;1106.8244000003;1169.6066396572;"ROUTE_1";"INPUT"
72;1169.6066396572;1223.1396136582;"ROUTE_2";"INPUT"
77;1136.179999996;1178.4874764681;"ROUTE_1";"OUTPUT"
77;1178.4874764681;1225.880311966;"ROUTE_2";"OUTPUT"
30;1084.8112999983;1156.5405347198;"ROUTE_1";"OUTPUT"
30;1156.5405347198;1227.6846924201;"ROUTE_2";"OUTPUT"
32;1059.1000000015;1171.8821981177;"ROUTE_1";"OUTPUT"
32;1171.8821981177;1229.4359499775;"ROUTE_2";"OUTPUT"
56;1067.1000000015;1151.4649152383;"ROUTE_1";"OUTPUT"
56;1151.4649152383;1230.5984711051;"ROUTE_2";"OUTPUT"
34;1086.8103;1168.2255000025;"ROUTE_1";"INPUT"
34;1168.2255000025;1230.7903814986;"ROUTE_2";"INPUT"
40;1099.9853000008;1176.1979999989;"ROUTE_1";"INPUT"
40;1176.1979999989;1230.9736365229;"ROUTE_2";"INPUT"
22;1090.5998999998;1171.6662809476;"ROUTE_1";"INPUT"
22;1171.6662809476;1231.7518078163;"ROUTE_2";"INPUT"
101;1116.9509000033;1163.3039792329;"ROUTE_1";"OUTPUT"
101;1163.3039792329;1233.6280253194;"ROUTE_2";"OUTPUT"
4;1114.4866999984;1168.7001992911;"ROUTE_1";"INPUT"
4;1168.7001992911;1235.2272178345;"ROUTE_2";"INPUT"
47;1062.3498999961;1182.0412719771;"ROUTE_1";"INPUT"
47;1182.0412719771;1236.0620194972;"ROUTE_2";"INPUT"
53;1044.5998999998;1161.6131098382;"ROUTE_1";"OUTPUT"
53;1161.6131098382;1236.2619674914;"ROUTE_2";"OUTPUT"
50;1088.5998999961;1160.4357181825;"ROUTE_1";"OUTPUT"
50;1160.4357181825;1236.3997859061;"ROUTE_2";"OUTPUT"
7;1101.6000000015;1189.0958178453;"ROUTE_1";"INPUT"
7;1189.0958178453;1241.2816328853;"ROUTE_2";"INPUT"
57;1056.8670999967;1176.187612243;"ROUTE_1";"OUTPUT"
57;1176.187612243;1243.9054136388;"ROUTE_2";"OUTPUT"
95;1127.8643000014;1180.3232919127;"ROUTE_1";"INPUT"
95;1180.3232919127;1244.3789612874;"ROUTE_2";"INPUT"
5;1032.1289000027;1195.1957999989;"ROUTE_1";"INPUT"
5;1195.1957999989;1246.3924675472;"ROUTE_2";"INPUT"
44;1101.3498999961;1174.741662249;"ROUTE_1";"OUTPUT"
44;1174.741662249;1246.5719449371;"ROUTE_2";"OUTPUT"
76;995.8499999978;1059.9864834845;"ROUTE_1";"OUTPUT"
76;1059.9864834845;1248.0367825702;"ROUTE_2";"OUTPUT"
90;1142.8499999978;1186.9878338724;"ROUTE_1";"OUTPUT"
90;1186.9878338724;1249.4873800874;"ROUTE_2";"OUTPUT"
23;1136.2599;1198.174450133;"ROUTE_1";"INPUT"
23;1198.174450133;1250.0863298699;"ROUTE_2";"INPUT"
37;1122.7137000002;1202.6432012022;"ROUTE_1";"INPUT"
37;1202.6432012022;1250.0967631899;"ROUTE_2";"INPUT"
48;1114.5;1173.4825970009;"ROUTE_1";"OUTPUT"
48;1173.4825970009;1250.9850363471;"ROUTE_2";"OUTPUT"
20;1093.1019000001;1156.5457143858;"ROUTE_1";"OUTPUT"
20;1156.5457143858;1252.4846352488;"ROUTE_2";"OUTPUT"
39;1101.3498999961;1177.4714808166;"ROUTE_1";"OUTPUT"
39;1177.4714808166;1252.5171701536;"ROUTE_2";"OUTPUT"
107;1138.2364000008;1200.4953246899;"ROUTE_1";"INPUT"
107;1200.4953246899;1252.6705378406;"ROUTE_2";"INPUT"
74;1132.0942000002;1189.44549606;"ROUTE_1";"INPUT"
74;1189.44549606;1253.0133945868;"ROUTE_2";"INPUT"
86;1138.1796999984;1192.3574848436;"ROUTE_1";"INPUT"
86;1192.3574848436;1254.3157152385;"ROUTE_2";"INPUT"
81;1088.5998999998;1173.5824750178;"ROUTE_1";"OUTPUT"
81;1173.5824750178;1255.4066545703;"ROUTE_2";"OUTPUT"
98;1171.6000000015;1210.6854239367;"ROUTE_1";"OUTPUT"
98;1210.6854239367;1255.9497503601;"ROUTE_2";"OUTPUT"
17;1168.2306999974;1226.8698783256;"ROUTE_1";"INPUT"
17;1226.8698783256;1256.6848677993;"ROUTE_2";"INPUT"
83;1055.5999999978;1195.2725000009;"ROUTE_1";"INPUT"
83;1195.2725000009;1257.2325737551;"ROUTE_2";"INPUT"
42;1147.3498999998;1215.9241925068;"ROUTE_1";"INPUT"
42;1215.9241925068;1259.8330238685;"ROUTE_2";"INPUT"
61;1139.2681999989;1191.8075451702;"ROUTE_1";"OUTPUT"
61;1191.8075451702;1260.1930824109;"ROUTE_2";"OUTPUT"
33;1126.5998999961;1183.8340652026;"ROUTE_1";"OUTPUT"
33;1183.8340652026;1260.3063992374;"ROUTE_2";"OUTPUT"
55;1077.4000000022;1175.9037012495;"ROUTE_1";"OUTPUT"
55;1175.9037012495;1261.4961797968;"ROUTE_2";"OUTPUT"
63;1172.8499999978;1211.7695802227;"ROUTE_1";"OUTPUT"
63;1211.7695802227;1264.8675047755;"ROUTE_2";"OUTPUT"
43;1138.5998999998;1212.9065980874;"ROUTE_1";"INPUT"
43;1212.9065980874;1265.6283133887;"ROUTE_2";"INPUT"
8;1145.385900002;1202.267260138;"ROUTE_1";"INPUT"
8;1202.267260138;1266.1060620584;"ROUTE_2";"INPUT"
67;1159.1000000015;1207.5451897942;"ROUTE_1";"OUTPUT"
67;1207.5451897942;1267.7787133455;"ROUTE_2";"OUTPUT"
100;1155.0999999978;1221.3494000025;"ROUTE_1";"INPUT"
100;1221.3494000025;1270.3401656747;"ROUTE_2";"INPUT"
51;1020.8500000015;1159.6460667998;"ROUTE_1";"OUTPUT"
51;1159.6460667998;1271.6353060007;"ROUTE_2";"OUTPUT"
35;1140.6998999976;1189.5377642959;"ROUTE_1";"OUTPUT"
35;1189.5377642959;1273.5815793462;"ROUTE_2";"OUTPUT"
79;1151.6010999978;1226.1814694926;"ROUTE_1";"INPUT"
79;1226.1814694926;1274.2191424631;"ROUTE_2";"INPUT"
102;1148.0999999978;1238.992999997;"ROUTE_1";"INPUT"
102;1238.992999997;1274.6958783381;"ROUTE_2";"INPUT"
84;1165.9580000006;1221.8044999987;"ROUTE_1";"INPUT"
84;1221.8044999987;1276.3353689425;"ROUTE_2";"INPUT"
18;1067.125699997;1187.8669277728;"ROUTE_1";"OUTPUT"
18;1187.8669277728;1281.1219070591;"ROUTE_2";"OUTPUT"
11;1141.5999999978;1205.4762289487;"ROUTE_1";"OUTPUT"
11;1205.4762289487;1283.7511275411;"ROUTE_2";"OUTPUT"
41;1148.447300002;1197.2322746813;"ROUTE_1";"OUTPUT"
41;1197.2322746813;1287.8201466613;"ROUTE_2";"OUTPUT"
94;1180.5998999998;1230.6397327557;"ROUTE_1";"OUTPUT"
94;1230.6397327557;1287.8874586299;"ROUTE_2";"OUTPUT"
60;1184.7866000012;1246.5102646723;"ROUTE_1";"INPUT"
60;1246.5102646723;1289.1766026169;"ROUTE_2";"INPUT"
29;1167.0999999978;1222.0322517678;"ROUTE_1";"OUTPUT"
29;1222.0322517678;1289.434901841;"ROUTE_2";"OUTPUT"
26;1159.3498999998;1231.9492403269;"ROUTE_1";"INPUT"
26;1231.9492403269;1289.5729210302;"ROUTE_2";"INPUT"
6;1182.8756000027;1248.1402999982;"ROUTE_1";"INPUT"
6;1248.1402999982;1290.02027658;"ROUTE_2";"INPUT"
1;1175.3498999961;1217.8641718738;"ROUTE_1";"OUTPUT"
1;1217.8641718738;1290.7337322161;"ROUTE_2";"OUTPUT"
46;1142.8500000015;1211.6148338206;"ROUTE_1";"OUTPUT"
46;1211.6148338206;1290.737493448;"ROUTE_2";"OUTPUT"
62;1170.1499999985;1228.6700281538;"ROUTE_1";"OUTPUT"
62;1228.6700281538;1291.2496476472;"ROUTE_2";"OUTPUT"
75;1189.9291000031;1242.4392706677;"ROUTE_1";"INPUT"
75;1242.4392706677;1291.9318120666;"ROUTE_2";"INPUT"
64;1183.8428000026;1234.5300706178;"ROUTE_1";"INPUT"
64;1234.5300706178;1291.9625070095;"ROUTE_2";"INPUT"
87;1174.2857000008;1232.0556365997;"ROUTE_1";"INPUT"
87;1232.0556365997;1292.3272634782;"ROUTE_2";"INPUT"
14;1171.5999999978;1240.1738512516;"ROUTE_1";"INPUT"
14;1240.1738512516;1293.1236640513;"ROUTE_2";"INPUT"
68;1030.8500000015;1202.4099411219;"ROUTE_1";"OUTPUT"
68;1202.4099411219;1294.3477164656;"ROUTE_2";"OUTPUT"
82;1173.0999999978;1231.282445319;"ROUTE_1";"OUTPUT"
82;1231.282445319;1295.1420097798;"ROUTE_2";"OUTPUT"
71;1199.5498999991;1236.1197352819;"ROUTE_1";"OUTPUT"
71;1236.1197352819;1298.7832581475;"ROUTE_2";"OUTPUT"
97;1197.311499998;1244.5459100455;"ROUTE_1";"OUTPUT"
97;1244.5459100455;1299.9748699516;"ROUTE_2";"OUTPUT"
80;1183.7992000021;1228.101190377;"ROUTE_1";"OUTPUT"
80;1228.101190377;1303.8160754331;"ROUTE_2";"OUTPUT"
36;1203.8499999978;1251.1915406585;"ROUTE_1";"OUTPUT"
36;1251.1915406585;1304.5559686758;"ROUTE_2";"OUTPUT"
21;1143.5;1242.3451785855;"ROUTE_1";"INPUT"
