task;level;bot;taskType;routeType;isTrimmed;startTime;endTime;time;stayAtFinal;mvc;slotTime;slotNr;platformArrival
1534;4;36;INPUT;ROUTE_2;false;782000.0;826577.0;44577.0;18000.0;52;NA;NA;NA
1534;4;40;INPUT;BLOCKER;false;805227.0;807927.0;2700.0;0.0;52;NA;NA;NA
1500;4;39;INPUT;ROUTE_1;false;763196.0;807000.0;43804.0;24000.0;20;720000;144;740000
1500;4;39;INPUT;ROUTE_2;false;807000.0;859176.0;52176.0;18000.0;20;NA;NA;NA
1513;4;38;INPUT;ROUTE_1;false;788082.0;817000.0;28918.0;17000.0;24;730000;146;750000
1513;4;38;INPUT;ROUTE_2;false;817000.0;858369.0;41369.0;18000.0;24;NA;NA;NA
594;4;35;OUTPUT;ROUTE_1;false;746724.0;782864.0;36140.0;17874.0;4;NA;NA;NA
594;4;35;OUTPUT;ROUTE_2;false;782864.0;818000.0;35136.0;13000.0;4;795000;159;775000
1451;4;33;INPUT;ROUTE_1;false;804920.0;832000.0;27080.0;17000.0;56;745000;149;765000
1451;4;33;INPUT;ROUTE_2;false;832000.0;874211.0;42211.0;18000.0;56;NA;NA;NA
632;4;34;OUTPUT;ROUTE_1;false;797242.0;812780.0;15538.0;12163.0;36;NA;NA;NA
632;4;34;OUTPUT;ROUTE_2;false;812780.0;853000.0;40220.0;13000.0;36;830000;166;810000
636;4;37;OUTPUT;ROUTE_1;false;806795.0;823548.0;16753.0;12028.0;4;NA;NA;NA
636;4;37;OUTPUT;ROUTE_2;false;823548.0;853000.0;29452.0;13000.0;4;830000;166;810000
1600;4;35;INPUT;ROUTE_1;false;836536.0;877000.0;40464.0;32400.0;20;790000;158;810000
1600;4;35;INPUT;ROUTE_2;false;877000.0;930867.0;53867.0;18000.0;20;NA;NA;NA
1605;4;40;INPUT;ROUTE_1;false;837613.0;887000.0;49387.0;24000.0;24;800000;160;820000
1605;4;40;INPUT;ROUTE_2;false;887000.0;924486.0;37486.0;18000.0;24;NA;NA;NA
1605;4;36;INPUT;BLOCKER;false;831055.0;849822.0;18767.0;0.0;24;NA;NA;NA
1629;4;36;INPUT;ROUTE_1;false;881580.0;922000.0;40420.0;24000.0;24;835000;167;855000
1629;4;36;INPUT;ROUTE_2;false;922000.0;968261.0;46261.0;18000.0;24;NA;NA;NA
1629;4;40;INPUT;BLOCKER;false;931276.0;941401.0;10125.0;0.0;24;NA;NA;NA
1626;4;34;INPUT;ROUTE_1;false;886936.0;912000.0;25064.0;17000.0;52;825000;165;845000
1626;4;34;INPUT;ROUTE_2;false;912000.0;957245.0;45245.0;18000.0;52;NA;NA;NA
1644;4;37;INPUT;ROUTE_1;false;911936.0;937000.0;25064.0;17000.0;20;850000;170;870000
1644;4;37;INPUT;ROUTE_2;false;937000.0;975669.0;38669.0;18000.0;20;NA;NA;NA
718;4;39;OUTPUT;ROUTE_1;false;878043.0;900871.0;22828.0;11353.0;68;NA;NA;NA
718;4;39;OUTPUT;ROUTE_2;false;900871.0;933000.0;32129.0;13000.0;68;910000;182;890000
1585;4;38;INPUT;ROUTE_1;false;909631.0;957000.0;47369.0;24000.0;24;870000;174;890000
1585;4;38;INPUT;ROUTE_2;false;957000.0;991786.0;34786.0;18000.0;24;NA;NA;NA
1668;4;33;INPUT;ROUTE_1;false;919346.0;972000.0;52654.0;26427.0;20;885000;177;905000
1668;4;33;INPUT;ROUTE_2;false;972000.0;1017586.0;45586.0;18000.0;20;NA;NA;NA
787;4;35;OUTPUT;ROUTE_1;false;942002.0;962400.0;20398.0;11623.0;8;NA;NA;NA
787;4;35;OUTPUT;ROUTE_2;false;962400.0;1003000.0;40600.0;13000.0;8;980000;196;960000
1678;4;39;INPUT;ROUTE_1;false;981936.0;1007000.0;25064.0;17000.0;52;920000;184;940000
1678;4;39;INPUT;ROUTE_2;false;1007000.0;1046820.0;39820.0;18000.0;52;NA;NA;NA
814;4;34;OUTPUT;ROUTE_1;false;969370.0;992198.0;22828.0;11353.0;68;NA;NA;NA
814;4;34;OUTPUT;ROUTE_2;false;992198.0;1023000.0;30802.0;13000.0;68;1000000;200;980000
1691;4;40;INPUT;ROUTE_1;false;983913.0;1037000.0;53087.0;24000.0;56;950000;190;970000
1691;4;40;INPUT;ROUTE_2;false;1037000.0;1076838.0;39838.0;18000.0;56;NA;NA;NA
1654;4;37;INPUT;ROUTE_1;true;1003871.0;1047000.0;43129.0;24000.0;52;960000;192;980000
1654;4;37;INPUT;ROUTE_2;true;1047000.0;1080000.0;33000.0;12832.0;52;NA;NA;NA
843;4;36;OUTPUT;ROUTE_1;false;976795.0;1026596.0;49801.0;26810.0;40;NA;NA;NA
843;4;36;OUTPUT;ROUTE_2;false;1026596.0;1053000.0;26404.0;13000.0;40;1030000;206;1010000
851;4;38;OUTPUT;ROUTE_1;false;1018335.0;1031443.0;13108.0;12433.0;72;NA;NA;NA
851;4;38;OUTPUT;ROUTE_2;false;1031443.0;1068000.0;36557.0;13000.0;72;1045000;209;1025000
1656;4;35;INPUT;ROUTE_1;true;1023952.0;1047000.0;23048.0;17000.0;20;960000;192;980000
1656;4;35;INPUT;ROUTE_2;true;1047000.0;1080000.0;33000.0;7425.0;20;NA;NA;NA
1715;4;34;INPUT;ROUTE_1;true;1058952.0;1080000.0;21048.0;15000.0;56;995000;199;1015000
895;4;33;OUTPUT;ROUTE_1;true;1031354.0;1071596.0;40242.0;17418.0;8;NA;NA;NA
895;4;33;OUTPUT;ROUTE_2;true;1071596.0;1080811.0;9215.0;0.0;8;1075000;215;1055000
904;4;39;OUTPUT;ROUTE_1;true;1070184.0;1080000.0;9816.0;5091.0;68;NA;NA;NA
876;4;39;OUTPUT;ROUTE_1;false;1121957.0;1150500.0;28543.0;18718.0;4;NA;NA;NA
876;4;39;OUTPUT;ROUTE_2;false;1150500.0;1183000.0;32500.0;13000.0;4;1160000;232;1140000
857;4;40;OUTPUT;ROUTE_1;false;1116697.0;1129805.0;13108.0;12433.0;72;NA;NA;NA
857;4;40;OUTPUT;ROUTE_2;false;1129805.0;1168000.0;38195.0;13000.0;72;1145000;229;1125000
895;4;33;OUTPUT_CONTINUE;ROUTE_1;false;1175811.0;1193000.0;17189.0;13000.0;8;1170000;234;1150000
1654;4;37;INPUT_CONTINUE;ROUTE_1;false;1080000.0;1098000.0;18000.0;18000.0;52;NA;NA;NA
1656;4;35;INPUT_CONTINUE;ROUTE_1;false;1080000.0;1098000.0;18000.0;18000.0;20;NA;NA;NA
902;4;37;OUTPUT;ROUTE_1;false;1128106.0;1142429.0;14323.0;12298.0;36;NA;NA;NA
902;4;37;OUTPUT;ROUTE_2;false;1142429.0;1188000.0;45571.0;13000.0;36;1165000;233;1145000
904;4;34;OUTPUT;ROUTE_1;false;1152265.0;1181937.0;29672.0;14593.0;68;NA;NA;NA
904;4;34;OUTPUT;ROUTE_2;false;1181937.0;1208000.0;26063.0;13000.0;68;1185000;237;1165000
906;4;38;OUTPUT;ROUTE_1;false;1144428.0;1172285.0;27857.0;14794.0;4;NA;NA;NA
906;4;38;OUTPUT;ROUTE_2;false;1172285.0;1208000.0;35715.0;13000.0;4;1185000;237;1165000
906;4;39;OUTPUT;BLOCKER;false;1185094.0;1189791.0;4697.0;0.0;4;NA;NA;NA
911;4;36;OUTPUT;ROUTE_1;false;1135355.0;1173841.0;38486.0;21391.0;72;NA;NA;NA
911;4;36;OUTPUT;ROUTE_2;false;1173841.0;1213000.0;39159.0;16000.0;72;1190000;238;1170000
1770;4;35;INPUT;ROUTE_1;false;1127489.0;1177000.0;49511.0;24000.0;52;1090000;218;1110000
1770;4;35;INPUT;ROUTE_2;false;1177000.0;1223428.0;46428.0;18000.0;52;NA;NA;NA
979;4;40;OUTPUT;ROUTE_1;false;1185148.0;1228134.0;42986.0;29248.0;8;NA;NA;NA
979;4;40;OUTPUT;ROUTE_2;false;1228134.0;1263000.0;34866.0;13000.0;8;1240000;248;1220000
1005;4;39;OUTPUT;ROUTE_1;false;1223815.0;1255956.0;32141.0;10318.0;40;NA;NA;NA
1005;4;39;OUTPUT;ROUTE_2;false;1255956.0;1293000.0;37044.0;13000.0;40;1270000;254;1250000
1756;4;37;INPUT;ROUTE_1;false;1211936.0;1237000.0;25064.0;17000.0;20;1150000;230;1170000
1756;4;37;INPUT;ROUTE_2;false;1237000.0;1284096.0;47096.0;18000.0;20;NA;NA;NA
1010;4;33;OUTPUT;ROUTE_1;false;1208394.0;1246546.0;38152.0;19682.0;36;NA;NA;NA
1010;4;33;OUTPUT;ROUTE_2;false;1246546.0;1278000.0;31454.0;13000.0;36;1255000;251;1235000
1815;4;34;INPUT;ROUTE_1;false;1228952.0;1252000.0;23048.0;17000.0;56;1165000;233;1185000
1815;4;34;INPUT;ROUTE_2;false;1252000.0;1294037.0;42037.0;18000.0;56;NA;NA;NA
1810;4;36;INPUT;ROUTE_1;false;1220802.0;1262000.0;41198.0;17000.0;52;1175000;235;1195000
1810;4;36;INPUT;ROUTE_2;false;1262000.0;1301678.0;39678.0;18000.0;52;NA;NA;NA
1039;4;38;OUTPUT;ROUTE_1;false;1232243.0;1281008.0;48765.0;28249.0;8;NA;NA;NA
1039;4;38;OUTPUT;ROUTE_2;false;1281008.0;1313000.0;31992.0;13000.0;8;1290000;258;1270000
1030;4;35;OUTPUT;ROUTE_1;false;1255757.0;1268865.0;13108.0;12433.0;68;NA;NA;NA
1030;4;35;OUTPUT;ROUTE_2;false;1268865.0;1313000.0;44135.0;13000.0;68;1290000;258;1270000
1065;4;40;OUTPUT;ROUTE_1;false;1276851.0;1312365.0;35514.0;21943.0;40;NA;NA;NA
1065;4;40;OUTPUT;ROUTE_2;false;1312365.0;1343000.0;30635.0;13000.0;40;1320000;264;1300000
1732;4;33;INPUT;ROUTE_1;false;1291936.0;1317000.0;25064.0;17000.0;20;1230000;246;1250000
1732;4;33;INPUT;ROUTE_2;false;1317000.0;1362877.0;45877.0;18000.0;20;NA;NA;NA
1101;4;34;OUTPUT;ROUTE_1;false;1321701.0;1336631.0;14930.0;12230.0;40;NA;NA;NA
1101;4;34;OUTPUT;ROUTE_2;false;1336631.0;1373000.0;36369.0;13000.0;40;1350000;270;1330000
1823;4;39;INPUT;ROUTE_1;false;1324050.0;1357000.0;32950.0;17000.0;56;1270000;254;1290000
1823;4;39;INPUT;ROUTE_2;false;1357000.0;1394486.0;37486.0;18000.0;56;NA;NA;NA
1092;4;37;OUTPUT;ROUTE_1;false;1306372.0;1318872.0;12500.0;12500.0;4;NA;NA;NA
1092;4;37;OUTPUT;ROUTE_2;false;1318872.0;1363000.0;44128.0;13000.0;4;1340000;268;1320000
1824;4;38;INPUT;ROUTE_1;false;1323952.0;1347000.0;23048.0;17000.0;20;1260000;252;1280000
1824;4;38;INPUT;ROUTE_2;false;1347000.0;1384145.0;37145.0;18000.0;20;NA;NA;NA
1125;4;35;OUTPUT;ROUTE_1;false;1329516.0;1365580.0;36064.0;21660.0;40;NA;NA;NA
1125;4;35;OUTPUT;ROUTE_2;false;1365580.0;1393000.0;27420.0;13000.0;40;1370000;274;1350000
1125;4;34;OUTPUT;BLOCKER;false;1374900.0;1399551.0;24651.0;4000.0;40;NA;NA;NA
1097;4;36;OUTPUT;ROUTE_1;false;1312086.0;1329446.0;17360.0;11960.0;72;NA;NA;NA
1097;4;36;OUTPUT;ROUTE_2;false;1329446.0;1368000.0;38554.0;13000.0;72;1345000;269;1325000
1901;4;40;INPUT;ROUTE_1;false;1352294.0;1407000.0;54706.0;24000.0;24;1320000;264;1340000
1901;4;40;INPUT;ROUTE_2;false;1407000.0;1454778.0;47778.0;18000.0;24;NA;NA;NA
1161;4;33;OUTPUT;ROUTE_1;false;1375873.0;1390196.0;14323.0;12298.0;40;NA;NA;NA
1161;4;33;OUTPUT;ROUTE_2;false;1390196.0;1423000.0;32804.0;13000.0;40;1400000;280;1380000
1161;4;35;OUTPUT;BLOCKER;false;1399910.0;1417314.0;17404.0;4000.0;40;NA;NA;NA
1842;4;36;INPUT;ROUTE_1;false;1394920.0;1422000.0;27080.0;17000.0;52;1335000;267;1355000
1842;4;36;INPUT;ROUTE_2;false;1422000.0;1469945.0;47945.0;18000.0;52;NA;NA;NA
1182;4;37;OUTPUT;ROUTE_1;false;1368707.0;1403846.0;35139.0;13985.0;4;NA;NA;NA
1182;4;37;OUTPUT;ROUTE_2;false;1403846.0;1438000.0;34154.0;13000.0;4;1415000;283;1395000
1848;4;34;INPUT;ROUTE_1;false;1437905.0;1477000.0;39095.0;24000.0;20;1390000;278;1410000
1848;4;34;INPUT;ROUTE_2;false;1477000.0;1525300.0;48300.0;18000.0;20;NA;NA;NA
1818;4;35;INPUT;ROUTE_1;false;1421661.0;1462000.0;40339.0;26427.0;52;1375000;275;1395000
1818;4;35;INPUT;ROUTE_2;false;1462000.0;1509604.0;47604.0;18000.0;52;NA;NA;NA
1;5;44;OUTPUT;ROUTE_1;false;230683.0;245006.0;14323.0;12298.0;8;NA;NA;NA
1;5;44;OUTPUT;ROUTE_2;false;245006.0;278000.0;32994.0;13000.0;8;250000;50;225000
10;5;48;OUTPUT;ROUTE_1;false;228275.0;241990.0;13715.0;12365.0;68;NA;NA;NA
10;5;48;OUTPUT;ROUTE_2;false;241990.0;283000.0;41010.0;16000.0;68;255000;51;230000
39;5;45;OUTPUT;ROUTE_1;false;252853.0;269606.0;16753.0;12028.0;40;NA;NA;NA
39;5;45;OUTPUT;ROUTE_2;false;269606.0;308000.0;38394.0;13000.0;40;280000;56;255000
61;5;41;OUTPUT;ROUTE_1;false;280401.0;296546.0;16145.0;12095.0;8;NA;NA;NA
61;5;41;OUTPUT;ROUTE_2;false;296546.0;328000.0;31454.0;13000.0;8;300000;60;275000
75;5;46;OUTPUT;ROUTE_1;false;265750.0;306523.0;40773.0;26731.0;40;NA;NA;NA
75;5;46;OUTPUT;ROUTE_2;false;306523.0;338000.0;31477.0;13000.0;40;310000;62;285000
99;5;42;OUTPUT;ROUTE_1;false;283119.0;328221.0;45102.0;16878.0;40;NA;NA;NA
99;5;42;OUTPUT;ROUTE_2;false;328221.0;358000.0;29779.0;13000.0;40;330000;66;305000
103;5;47;OUTPUT;ROUTE_1;false;264131.0;320773.0;56642.0;15596.0;8;NA;NA;NA
103;5;47;OUTPUT;ROUTE_2;false;320773.0;363000.0;42227.0;13000.0;8;335000;67;310000
103;5;41;OUTPUT;BLOCKER;false;337400.0;358003.0;20603.0;4000.0;8;NA;NA;NA
1271;5;43;INPUT;ROUTE_1;false;344165.0;402000.0;57835.0;24000.0;56;320000;64;345000
1271;5;43;INPUT;ROUTE_2;false;402000.0;444225.0;42225.0;18000.0;56;NA;NA;NA
1271;5;41;INPUT;BLOCKER;false;388411.0;393811.0;5400.0;0.0;56;NA;NA;NA
110;5;48;OUTPUT;ROUTE_1;false;298852.0;334599.0;35747.0;13918.0;36;NA;NA;NA
110;5;48;OUTPUT;ROUTE_2;false;334599.0;373000.0;38401.0;13000.0;36;345000;69;320000
113;5;44;OUTPUT;ROUTE_1;false;292898.0;336022.0;43124.0;21098.0;72;NA;NA;NA
113;5;44;OUTPUT;ROUTE_2;false;336022.0;368000.0;31978.0;13000.0;72;340000;68;315000
134;5;45;OUTPUT;ROUTE_1;false;322150.0;361546.0;39396.0;18926.0;36;NA;NA;NA
134;5;45;OUTPUT;ROUTE_2;false;361546.0;393000.0;31454.0;13000.0;36;365000;73;340000
134;5;42;OUTPUT;BLOCKER;false;366160.0;399117.0;32957.0;4000.0;36;NA;NA;NA
1308;5;41;INPUT;ROUTE_1;false;394613.0;447000.0;52387.0;32400.0;20;365000;73;390000
1308;5;41;INPUT;ROUTE_2;false;447000.0;494103.0;47103.0;18000.0;20;NA;NA;NA
163;5;46;OUTPUT;ROUTE_1;false;342150.0;370982.0;28832.0;11554.0;8;NA;NA;NA
163;5;46;OUTPUT;ROUTE_2;false;370982.0;413000.0;42018.0;23200.0;8;385000;77;360000
163;5;47;OUTPUT;BLOCKER;false;374801.0;387981.0;13180.0;4000.0;8;NA;NA;NA
1314;5;42;INPUT;ROUTE_1;false;400215.0;457000.0;56785.0;32400.0;52;375000;75;400000
1314;5;42;INPUT;ROUTE_2;false;457000.0;506945.0;49945.0;18000.0;52;NA;NA;NA
191;5;44;OUTPUT;ROUTE_1;false;380102.0;412212.0;32110.0;14322.0;72;NA;NA;NA
191;5;44;OUTPUT;ROUTE_2;false;412212.0;443000.0;30788.0;13000.0;72;415000;83;390000
1332;5;47;INPUT;ROUTE_1;false;441901.0;477000.0;35099.0;26427.0;20;395000;79;420000
1332;5;47;INPUT;ROUTE_2;false;477000.0;520742.0;43742.0;18000.0;20;NA;NA;NA
206;5;48;OUTPUT;ROUTE_1;false;377150.0;434912.0;57762.0;39134.0;36;NA;NA;NA
206;5;48;OUTPUT;ROUTE_2;false;434912.0;463000.0;28088.0;13000.0;36;435000;87;410000
226;5;45;OUTPUT;ROUTE_1;false;407007.0;441530.0;34523.0;14053.0;68;NA;NA;NA
226;5;45;OUTPUT;ROUTE_2;false;441530.0;473000.0;31470.0;13000.0;68;445000;89;420000
1349;5;46;INPUT;ROUTE_1;false;468082.0;497000.0;28918.0;17000.0;24;415000;83;440000
1349;5;46;INPUT;ROUTE_2;false;497000.0;545119.0;48119.0;18000.0;24;NA;NA;NA
1358;5;44;INPUT;ROUTE_1;false;484920.0;512000.0;27080.0;17000.0;52;430000;86;455000
1358;5;44;INPUT;ROUTE_2;false;512000.0;555401.0;43401.0;18000.0;52;NA;NA;NA
1358;5;45;INPUT;BLOCKER;false;478370.0;506078.0;27708.0;4000.0;52;NA;NA;NA
1372;5;48;INPUT;ROUTE_1;false;501936.0;527000.0;25064.0;17000.0;20;445000;89;470000
1372;5;48;INPUT;ROUTE_2;false;527000.0;578000.0;51000.0;18000.0;20;NA;NA;NA
280;5;43;OUTPUT;ROUTE_1;false;445646.0;484950.0;39304.0;16323.0;68;NA;NA;NA
280;5;43;OUTPUT;ROUTE_2;false;484950.0;533000.0;48050.0;23200.0;68;505000;101;480000
1397;5;45;INPUT;ROUTE_1;false;506972.0;557000.0;50028.0;32400.0;24;475000;95;500000
1397;5;45;INPUT;ROUTE_2;false;557000.0;600895.0;43895.0;18000.0;24;NA;NA;NA
312;5;41;OUTPUT;ROUTE_1;false;507310.0;528315.0;21005.0;11555.0;4;NA;NA;NA
312;5;41;OUTPUT;ROUTE_2;false;528315.0;563000.0;34685.0;13000.0;4;535000;107;510000
1411;5;43;INPUT;ROUTE_1;false;553952.0;577000.0;23048.0;17000.0;56;495000;99;520000
1411;5;43;INPUT;ROUTE_2;false;577000.0;611104.0;34104.0;18000.0;56;NA;NA;NA
336;5;47;OUTPUT;ROUTE_1;false;528031.0;544176.0;16145.0;12095.0;4;NA;NA;NA
336;5;47;OUTPUT;ROUTE_2;false;544176.0;593000.0;48824.0;13000.0;4;565000;113;540000
1438;5;42;INPUT;ROUTE_1;false;563055.0;612000.0;48945.0;17000.0;52;530000;106;555000
1438;5;42;INPUT;ROUTE_2;false;612000.0;658936.0;46936.0;18000.0;52;NA;NA;NA
1437;5;41;INPUT;ROUTE_1;false;575920.0;607000.0;31080.0;17000.0;24;525000;105;550000
1437;5;41;INPUT;ROUTE_2;false;607000.0;655286.0;48286.0;18000.0;24;NA;NA;NA
378;5;46;OUTPUT;ROUTE_1;false;548024.0;599921.0;51897.0;19125.0;4;NA;NA;NA
378;5;46;OUTPUT;ROUTE_2;false;599921.0;628000.0;28079.0;13000.0;4;600000;120;575000
1456;5;44;INPUT;ROUTE_1;false;578263.0;632000.0;53737.0;32400.0;20;550000;110;575000
1456;5;44;INPUT;ROUTE_2;false;632000.0;680293.0;48293.0;18000.0;20;NA;NA;NA
1445;5;47;INPUT;ROUTE_1;false;598542.0;632000.0;33458.0;17000.0;24;550000;110;575000
1445;5;47;INPUT;ROUTE_2;false;632000.0;671612.0;39612.0;18000.0;24;NA;NA;NA
422;5;48;OUTPUT;ROUTE_1;false;601667.0;615382.0;13715.0;12365.0;36;NA;NA;NA
422;5;48;OUTPUT;ROUTE_2;false;615382.0;658000.0;42618.0;13000.0;36;630000;126;605000
436;5;43;OUTPUT;ROUTE_1;false;631824.0;663555.0;31731.0;18364.0;68;NA;NA;NA
436;5;43;OUTPUT;ROUTE_2;false;663555.0;693000.0;29445.0;13000.0;68;665000;133;640000
437;5;45;OUTPUT;ROUTE_1;false;620315.0;639498.0;19183.0;11758.0;72;NA;NA;NA
437;5;45;OUTPUT;ROUTE_2;false;639498.0;673000.0;33502.0;13000.0;72;645000;129;620000
1485;5;46;INPUT;ROUTE_1;false;654920.0;682000.0;27080.0;17000.0;24;600000;120;625000
1485;5;46;INPUT;ROUTE_2;false;682000.0;714420.0;32420.0;18000.0;24;NA;NA;NA
1509;5;48;INPUT;ROUTE_1;false;688952.0;712000.0;23048.0;17000.0;24;630000;126;655000
1509;5;48;INPUT;ROUTE_2;false;712000.0;759437.0;47437.0;18000.0;24;NA;NA;NA
481;5;47;OUTPUT;ROUTE_1;false;681396.0;693896.0;12500.0;12500.0;8;NA;NA;NA
481;5;47;OUTPUT;ROUTE_2;false;693896.0;723000.0;29104.0;13000.0;8;695000;139;670000
495;5;41;OUTPUT;ROUTE_1;false;673899.0;687007.0;13108.0;12433.0;40;NA;NA;NA
495;5;41;OUTPUT;ROUTE_2;false;687007.0;733000.0;45993.0;13000.0;40;705000;141;680000
497;5;42;OUTPUT;ROUTE_1;false;670818.0;690608.0;19790.0;11690.0;72;NA;NA;NA
497;5;42;OUTPUT;ROUTE_2;false;690608.0;728000.0;37392.0;13000.0;72;700000;140;675000
1514;5;45;INPUT;ROUTE_1;false;708920.0;747000.0;38080.0;24000.0;52;665000;133;690000
1514;5;45;INPUT;ROUTE_2;false;747000.0;782770.0;35770.0;18000.0;52;NA;NA;NA
520;5;44;OUTPUT;ROUTE_1;false;711406.0;725121.0;13715.0;12365.0;68;NA;NA;NA
520;5;44;OUTPUT;ROUTE_2;false;725121.0;763000.0;37879.0;13000.0;68;735000;147;710000
1548;5;43;INPUT;ROUTE_1;false;707862.0;767000.0;59138.0;32400.0;20;685000;137;710000
1548;5;43;INPUT;ROUTE_2;false;767000.0;811229.0;44229.0;18000.0;20;NA;NA;NA
1538;5;46;INPUT;ROUTE_1;false;743596.0;782000.0;38404.0;24000.0;52;700000;140;725000
1538;5;46;INPUT;ROUTE_2;false;782000.0;832485.0;50485.0;18000.0;52;NA;NA;NA
1551;5;42;INPUT;ROUTE_1;false;766936.0;792000.0;25064.0;17000.0;56;710000;142;735000
1551;5;42;INPUT;ROUTE_2;false;792000.0;829660.0;37660.0;18000.0;56;NA;NA;NA
1551;5;44;INPUT;BLOCKER;false;764378.0;795795.0;31417.0;4000.0;56;NA;NA;NA
1557;5;47;INPUT;ROUTE_1;false;771936.0;797000.0;25064.0;17000.0;24;715000;143;740000
1557;5;47;INPUT;ROUTE_2;false;797000.0;845620.0;48620.0;18000.0;24;NA;NA;NA
1507;5;41;INPUT;ROUTE_1;false;786936.0;812000.0;25064.0;17000.0;56;730000;146;755000
1507;5;41;INPUT;ROUTE_2;false;812000.0;863334.0;51334.0;18000.0;56;NA;NA;NA
1507;5;46;INPUT;BLOCKER;false;837535.0;838885.0;1350.0;0.0;56;NA;NA;NA
605;5;48;OUTPUT;ROUTE_1;false;766285.0;781215.0;14930.0;12230.0;72;NA;NA;NA
605;5;48;OUTPUT;ROUTE_2;false;781215.0;828000.0;46785.0;13000.0;72;800000;160;775000
1580;5;44;INPUT;ROUTE_1;false;798187.0;842000.0;43813.0;24000.0;20;760000;152;785000
1580;5;44;INPUT;ROUTE_2;false;842000.0;896208.0;54208.0;18000.0;20;NA;NA;NA
634;5;45;OUTPUT;ROUTE_1;false;797490.0;831356.0;33866.0;18126.0;68;NA;NA;NA
634;5;45;OUTPUT;ROUTE_2;false;831356.0;863000.0;31644.0;13000.0;68;835000;167;810000
657;5;43;OUTPUT;ROUTE_1;false;828322.0;846290.0;17968.0;11893.0;40;NA;NA;NA
657;5;43;OUTPUT;ROUTE_2;false;846290.0;883000.0;36710.0;13000.0;40;855000;171;830000
1594;5;48;INPUT;ROUTE_1;false;839920.0;867000.0;27080.0;17000.0;52;785000;157;810000
1594;5;48;INPUT;ROUTE_2;false;867000.0;917659.0;50659.0;18000.0;52;NA;NA;NA
677;5;42;OUTPUT;ROUTE_1;false;841440.0;865483.0;24043.0;11218.0;72;NA;NA;NA
677;5;42;OUTPUT;ROUTE_2;false;865483.0;913000.0;47517.0;13000.0;72;885000;177;860000
694;5;47;OUTPUT;ROUTE_1;false;862452.0;884672.0;22220.0;11420.0;68;NA;NA;NA
694;5;47;OUTPUT;ROUTE_2;false;884672.0;918000.0;33328.0;13000.0;68;890000;178;865000
1635;5;45;INPUT;ROUTE_1;false;887310.0;932000.0;44690.0;24000.0;56;850000;170;875000
1635;5;45;INPUT;ROUTE_2;false;932000.0;978776.0;46776.0;18000.0;56;NA;NA;NA
1645;5;46;INPUT;ROUTE_1;false;886705.0;937000.0;50295.0;17000.0;24;855000;171;880000
1645;5;46;INPUT;ROUTE_2;false;937000.0;978369.0;41369.0;18000.0;24;NA;NA;NA
1645;5;41;INPUT;BLOCKER;false;874309.0;895907.0;21598.0;0.0;24;NA;NA;NA
1642;5;43;INPUT;ROUTE_1;false;908952.0;932000.0;23048.0;17000.0;52;850000;170;875000
1642;5;43;INPUT;ROUTE_2;false;939000.0;993128.0;54128.0;18000.0;52;NA;NA;NA
1664;5;41;INPUT;ROUTE_1;false;922436.0;962000.0;39564.0;32400.0;20;880000;176;905000
1664;5;41;INPUT;ROUTE_2;false;962000.0;1005394.0;43394.0;18000.0;20;NA;NA;NA
756;5;48;OUTPUT;ROUTE_1;false;921679.0;940862.0;19183.0;11758.0;4;NA;NA;NA
756;5;48;OUTPUT;ROUTE_2;false;940862.0;973000.0;32138.0;13000.0;4;945000;189;920000
764;5;44;OUTPUT;ROUTE_1;false;910336.0;931949.0;21613.0;11488.0;36;NA;NA;NA
764;5;44;OUTPUT;ROUTE_2;false;931949.0;973000.0;41051.0;13000.0;36;945000;189;920000
1674;5;42;INPUT;ROUTE_1;false;969920.0;997000.0;27080.0;17000.0;52;915000;183;940000
1674;5;42;INPUT;ROUTE_2;false;997000.0;1038845.0;41845.0;18000.0;52;NA;NA;NA
1680;5;47;INPUT;ROUTE_1;false;957262.0;997000.0;39738.0;17000.0;20;915000;183;940000
1680;5;47;INPUT;ROUTE_2;false;997000.0;1034804.0;37804.0;18000.0;20;NA;NA;NA
1643;5;44;INPUT;ROUTE_1;false;1009920.0;1037000.0;27080.0;17000.0;56;955000;191;980000
1643;5;44;INPUT;ROUTE_2;false;1037000.0;1072127.0;35127.0;18000.0;56;NA;NA;NA
1696;5;48;INPUT;ROUTE_1;false;1001936.0;1027000.0;25064.0;17000.0;20;945000;189;970000
1696;5;48;INPUT;ROUTE_2;false;1027000.0;1063445.0;36445.0;18000.0;20;NA;NA;NA
850;5;46;OUTPUT;ROUTE_1;false;1003571.0;1041690.0;38119.0;17654.0;68;NA;NA;NA
850;5;46;OUTPUT;ROUTE_2;false;1041690.0;1073000.0;31310.0;13000.0;68;1045000;209;1020000
1665;5;45;INPUT;ROUTE_1;true;1017796.0;1067000.0;49204.0;24000.0;24;985000;197;1010000
1665;5;45;INPUT;ROUTE_2;true;1067000.0;1082944.0;15944.0;0.0;24;NA;NA;NA
1710;5;43;INPUT;ROUTE_1;true;1021412.0;1067000.0;45588.0;17000.0;52;985000;197;1010000
1710;5;43;INPUT;ROUTE_2;true;1067000.0;1081404.0;14404.0;0.0;52;NA;NA;NA
882;5;41;OUTPUT;ROUTE_1;true;1020514.0;1066537.0;46023.0;16776.0;4;NA;NA;NA
