305;302;302;302;372;276;276;276;276;276;356;228;228;228;228;228;228;228;233;218;182;166;147;136;122;111;99;89;75;60;57;48;36;32;26;27;24;21;19;18;10;9;9;6
305;0;0;0;164;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;0;0;0;164;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;0;0;0;164;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
460;0;0;0;232;83;83;84;76;76;336;139;139;139;139;139;139;139;143;133;115;107;98;86;77;73;67;61;56;41;33;30;30;32;29;28;22;21;22;15;12;9;4;1
217;0;0;0;209;0;0;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217;0;0;0;209;0;0;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217;0;0;0;209;0;0;0;0;0;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;0;0;0;275;73;73;74;71;71;382;139;139;139;139;139;139;139;141;128;115;103;102;89;84;79;73;69;62;57;53;49;48;46;44;36;35;31;25;23;21;16;11;3
483;0;0;0;263;0;0;0;0;0;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
483;0;0;0;263;0;0;0;0;0;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
483;0;0;0;263;0;0;0;0;0;305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
531;315;315;315;575;298;298;298;297;297;640;232;232;232;232;232;232;232;238;223;214;185;179;163;138;119;100;87;82;70;64;62;56;52;46;44;42;33;32;22;18;15;8;7
260;0;0;0;273;0;0;0;0;0;446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260;0;0;0;273;0;0;0;0;0;446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260;0;0;0;273;0;0;0;0;0;446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
477;302;302;302;603;209;209;209;209;209;656;195;195;195;195;195;195;195;199;182;170;146;135;124;111;105;91;86;80;80;68;64;60;55;52;48;41;34;32;28;23;18;14;4
381;0;0;0;418;0;0;0;0;0;462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;0;0;0;418;0;0;0;0;0;462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
