fileNameDate;headerDate;tasks;bots;seed;computationTime;computationPlanTime;computationRealizeTime;pickfaceRatio
20130802-030812;Fri Aug 02 03:08:12 EDT 2013;1905;168;128;419836;62778;357058;1.76
